,fold,mag,grp,path,label,label_int,filename
0,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-001.png,benign,0,SOB_B_A-14-22549AB-100-001.png
1,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-002.png,benign,0,SOB_B_A-14-22549AB-100-002.png
2,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-003.png,benign,0,SOB_B_A-14-22549AB-100-003.png
3,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-004.png,benign,0,SOB_B_A-14-22549AB-100-004.png
4,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-005.png,benign,0,SOB_B_A-14-22549AB-100-005.png
5,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-006.png,benign,0,SOB_B_A-14-22549AB-100-006.png
6,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-007.png,benign,0,SOB_B_A-14-22549AB-100-007.png
7,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-008.png,benign,0,SOB_B_A-14-22549AB-100-008.png
8,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-009.png,benign,0,SOB_B_A-14-22549AB-100-009.png
9,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-010.png,benign,0,SOB_B_A-14-22549AB-100-010.png
10,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-011.png,benign,0,SOB_B_A-14-22549AB-100-011.png
11,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-012.png,benign,0,SOB_B_A-14-22549AB-100-012.png
12,1,100,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/100X/SOB_B_A-14-22549AB-100-013.png,benign,0,SOB_B_A-14-22549AB-100-013.png
